Facies,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,FaciesLabels
2,15_9_F,2640.5,66.10600000000001,0.738859802,6.9,16.25,3.5980000000000003,1,0.7120000000000001,CSiS
2,15_9_F,2641.0,61.301,0.720655357,6.1,15.55,3.5439999999999996,1,0.6970000000000001,CSiS
2,15_9_F,2641.5,62.446999999999996,0.70612011,7.1,12.65,3.7310000000000003,1,0.682,CSiS
2,15_9_F,2642.0,66.43,0.6974908870000001,9.0,10.4,3.8110000000000004,1,0.667,CSiS
2,15_9_F,2642.5,66.115,0.6966184590000001,3.6,14.0,3.675,1,0.652,CSiS
2,15_9_F,2643.0,69.423,0.698883137,0.5,17.65,3.533,1,0.636,CSiS
2,15_9_F,2643.5,69.913,0.697316542,0.2,17.8,3.5639999999999996,1,0.621,CSiS
2,15_9_F,2644.0,69.283,0.6923180440000001,1.3,15.35,3.592,1,0.606,CSiS
3,15_9_F,2644.5,66.611,0.683317262,6.0,11.7,3.575,1,0.591,FSiS
3,15_9_F,2645.0,65.69800000000001,0.671265433,7.5,10.45,3.552,1,0.5760000000000001,FSiS
1,15_9_F,2645.5,60.898,0.651181062,6.7,9.05,3.4819999999999998,1,0.561,SS
1,15_9_F,2646.0,54.422,0.623869268,4.1,8.15,3.375,1,0.545,SS
1,15_9_F,2646.5,52.522,0.589502796,2.1,8.05,3.292,1,0.53,SS
1,15_9_F,2647.0,47.696999999999996,0.546048866,0.7,8.75,3.2310000000000003,1,0.515,SS
1,15_9_F,2647.5,49.446999999999996,0.497067936,1.1,9.05,3.301,1,0.5,SS
1,15_9_F,2648.0,51.292,0.44106640700000005,2.5,8.85,3.3560000000000003,1,0.485,SS
1,15_9_F,2648.5,50.455,0.386498966,3.5,9.15,3.364,1,0.47,SS
1,15_9_F,2649.0,49.663999999999994,0.334654767,4.4,10.4,3.3110000000000004,1,0.455,SS
1,15_9_F,2649.5,51.81399999999999,0.285782274,5.1,12.05,3.228,1,0.439,SS
1,15_9_F,2650.0,50.33,0.237543738,5.1,13.65,3.093,1,0.424,SS
1,15_9_F,2650.5,55.273,0.19451434199999998,5.0,15.0,2.925,1,0.409,SS
1,15_9_F,2651.0,57.158,0.15715444,4.5,16.15,2.785,1,0.39399999999999996,SS
1,15_9_F,2651.5,58.471000000000004,0.12352498099999999,4.9,17.15,2.7230000000000003,1,0.379,SS
1,15_9_F,2652.0,60.956,0.09482038,4.8,17.7,2.697,1,0.364,SS
1,15_9_F,2652.5,61.141999999999996,0.070776463,4.2,18.3,2.653,1,0.348,SS
1,15_9_F,2653.0,65.743,0.050766310999999995,3.2,19.0,2.6510000000000002,1,0.33299999999999996,SS
1,15_9_F,2653.5,62.268,0.034227261,3.3,19.15,2.657,1,0.318,SS
1,15_9_F,2654.0,60.073,0.021189298999999998,2.9,19.45,2.67,1,0.303,SS
1,15_9_F,2654.5,58.534,0.011147361000000001,2.8,19.8,2.648,1,0.28800000000000003,SS
1,15_9_F,2655.0,55.718999999999994,0.004321374,2.9,19.85,2.676,1,0.273,SS
1,15_9_F,2655.5,53.799,0.0021660620000000003,2.8,20.0,2.674,1,0.258,SS
1,15_9_F,2656.0,57.85,0.005180513,2.8,19.9,2.681,1,0.242,SS
1,15_9_F,2656.5,59.106,0.01494035,3.0,19.6,2.74,1,0.22699999999999998,SS
1,15_9_F,2657.0,61.935,0.034227261,2.7,19.35,2.762,1,0.212,SS
1,15_9_F,2657.5,69.304,0.061452479000000004,3.0,19.3,2.7760000000000002,1,0.19699999999999998,SS
1,15_9_F,2658.0,79.289,0.09829753599999999,3.1,18.85,2.7769999999999997,1,0.182,SS
1,15_9_F,2658.5,88.876,0.14581771400000001,4.6,18.9,2.773,1,0.16699999999999998,SS
1,15_9_F,2659.0,92.78299999999999,0.197831693,4.6,21.3,2.59,1,0.152,SS
2,15_9_F,2659.5,95.363,0.255031163,-6.2,30.7,2.293,1,0.136,CSiS
4,15_9_F,2660.0,94.469,0.308350949,-8.0,33.6,2.28,1,0.121,SiSh
2,15_9_F,2660.5,87.7,0.35102285299999997,-13.3,30.25,2.339,1,0.106,CSiS
2,15_9_F,2661.0,88.51,0.38057300299999997,-16.9,25.75,2.43,1,0.091,CSiS
2,15_9_F,2661.5,97.56200000000001,0.40483371700000004,-5.6,18.5,2.6639999999999997,1,0.076,CSiS
2,15_9_F,2662.0,97.56200000000001,0.40483371700000004,-5.6,18.5,2.6639999999999997,1,0.076,CSiS
2,15_9_F,2662.5,106.601,0.424064525,4.7,14.25,3.032,1,0.061,CSiS
2,15_9_F,2663.0,110.258,0.44684771,8.6,14.4,3.0980000000000003,1,0.045,CSiS
3,15_9_F,2663.5,112.1,0.473048805,12.1,15.75,3.1510000000000002,1,0.03,FSiS
4,15_9_F,2664.0,104.12799999999999,0.501333179,12.5,17.35,3.15,1,0.015,SiSh
5,15_9_F,2664.5,84.133,0.5291736029999999,11.7,16.45,3.2310000000000003,2,1.0,MS
6,15_9_F,2665.0,68.131,0.564547712,7.5,13.35,3.302,2,0.9,WS
6,15_9_F,2665.5,57.115,0.607133204,4.1,9.75,3.384,2,0.8,WS
6,15_9_F,2666.0,46.425,0.6716355970000001,0.6,8.1,3.406,2,0.7,WS
6,15_9_F,2666.5,47.71,0.760271661,-0.6,7.3,3.4589999999999996,2,0.6,WS
6,15_9_F,2667.0,50.855,0.838219222,-1.0,7.0,3.4939999999999998,2,0.5,WS
6,15_9_F,2667.5,55.715,0.9124346329999999,-0.9,6.85,3.5869999999999997,2,0.4,WS
8,15_9_F,2668.0,65.186,0.927626962,-0.5,6.55,3.745,2,0.3,PS
8,15_9_F,2668.5,79.03,0.906227263,0.3,5.75,3.903,2,0.2,PS
8,15_9_F,2669.0,90.95299999999999,0.8794972870000001,1.5,5.75,3.908,2,0.1,PS
8,15_9_F,2669.5,95.63799999999999,0.85691006,-6.1,11.95,3.23,1,1.0,PS
1,15_9_F,2671.0,74.53399999999999,0.793301354,-19.5,36.35,2.242,1,0.9440000000000001,SS
1,15_9_F,2672.0,61.681000000000004,0.69609416,-14.7,20.55,2.479,1,0.907,SS
1,15_9_F,2672.5,56.95,0.662946614,-1.4,12.2,2.9810000000000003,1,0.889,SS
1,15_9_F,2673.0,58.099,0.652826303,4.9,9.55,3.0989999999999998,1,0.87,SS
1,15_9_F,2673.5,60.606,0.6535019470000001,5.5,10.35,3.0380000000000003,1,0.852,SS
1,15_9_F,2674.0,63.963,0.65571455,6.0,11.5,3.029,1,0.833,SS
1,15_9_F,2674.5,67.625,0.656002321,7.3,11.95,3.0789999999999997,1,0.815,SS
1,15_9_F,2675.0,73.27199999999999,0.656385719,8.7,11.45,3.138,1,0.7959999999999999,SS
2,15_9_F,2675.5,76.418,0.6617180579999999,9.4,10.6,3.2960000000000003,1,0.778,CSiS
2,15_9_F,2676.0,73.595,0.677150521,10.7,9.75,3.46,1,0.759,CSiS
2,15_9_F,2676.5,71.789,0.70457945,11.9,9.15,3.6260000000000003,1,0.741,CSiS
2,15_9_F,2677.0,66.26100000000001,0.736316808,11.5,8.95,3.7260000000000004,1,0.722,CSiS
2,15_9_F,2677.5,66.62100000000001,0.76604086,9.5,8.45,3.83,1,0.7040000000000001,CSiS
2,15_9_F,2678.0,60.802,0.790636962,8.2,7.7,3.8560000000000003,1,0.685,CSiS
2,15_9_F,2678.5,58.173,0.807737922,7.7,7.55,3.853,1,0.667,CSiS
2,15_9_F,2679.0,60.075,0.8199385690000001,8.4,7.8,3.875,1,0.648,CSiS
2,15_9_F,2679.5,64.145,0.8314218170000001,7.6,9.4,3.6919999999999997,1,0.63,CSiS
2,15_9_F,2680.0,66.009,0.8408585540000001,4.9,12.15,3.6260000000000003,1,0.611,CSiS
2,15_9_F,2680.5,64.883,0.846460825,5.8,12.1,3.605,1,0.593,CSiS
2,15_9_F,2681.0,63.606,0.8451600779999999,4.5,11.45,3.543,1,0.574,CSiS
2,15_9_F,2681.5,61.526,0.8341026559999999,6.9,8.35,3.551,1,0.556,CSiS
1,15_9_F,2682.0,61.163000000000004,0.819083076,6.2,7.0,3.511,1,0.537,SS
1,15_9_F,2682.5,57.268,0.8022947109999999,5.5,6.25,3.498,1,0.519,SS
1,15_9_F,2683.0,61.245,0.782185866,4.2,6.7,3.4730000000000003,1,0.5,SS
1,15_9_F,2683.5,60.758,0.757775491,4.2,7.0,3.4789999999999996,1,0.48100000000000004,SS
1,15_9_F,2684.0,58.843999999999994,0.7228806109999999,5.0,7.1,3.528,1,0.46299999999999997,SS
1,15_9_F,2684.5,62.816,0.6865468990000001,6.2,7.1,3.5610000000000004,1,0.444,SS
1,15_9_F,2685.0,68.881,0.651471852,7.2,7.6,3.6260000000000003,1,0.426,SS
1,15_9_F,2685.5,75.51,0.6258267129999999,9.0,8.7,3.6519999999999997,1,0.40700000000000003,SS
2,15_9_F,2686.0,83.396,0.607025878,9.8,10.9,3.594,1,0.389,CSiS
2,15_9_F,2686.5,80.594,0.592953572,2.5,17.95,3.367,1,0.37,CSiS
2,15_9_F,2687.0,81.89399999999999,0.583198774,2.1,20.25,3.34,1,0.35200000000000004,CSiS
2,15_9_F,2687.5,78.444,0.57818061,0.3,20.85,3.315,1,0.33299999999999996,CSiS
2,15_9_F,2688.0,64.898,0.577146985,0.2,19.9,3.404,1,0.315,CSiS
5,15_9_F,2688.5,59.733999999999995,0.578868329,6.5,16.15,3.5239999999999996,1,0.29600000000000004,MS
5,15_9_F,2689.0,52.386,0.5814945420000001,9.9,13.85,3.5780000000000003,1,0.278,MS
5,15_9_F,2689.5,50.751000000000005,0.585573519,11.4,11.7,3.553,1,0.259,MS
5,15_9_F,2690.0,50.034,0.593175263,10.8,10.5,3.491,1,0.24100000000000002,MS
1,15_9_F,2690.5,56.46,0.60498163,11.2,9.6,3.425,1,0.222,SS
1,15_9_F,2691.0,63.25,0.620448385,10.2,10.5,3.326,1,0.204,SS
1,15_9_F,2691.5,69.671,0.63748973,11.4,11.0,3.358,1,0.185,SS
2,15_9_F,2692.0,76.313,0.653887558,7.9,13.35,3.218,1,0.16699999999999998,CSiS
1,15_9_F,2692.5,79.579,0.6703386410000001,3.7,16.55,3.1439999999999997,1,0.14800000000000002,SS
1,15_9_F,2693.0,81.01,0.6886867240000001,4.0,17.0,3.17,1,0.13,SS
1,15_9_F,2693.5,80.243,0.7082508890000001,3.1,15.85,3.208,1,0.111,SS
1,15_9_F,2694.0,79.301,0.726564216,5.1,13.05,3.25,1,0.09300000000000001,SS
1,15_9_F,2694.5,82.884,0.74225367,5.9,11.65,3.2880000000000003,1,0.07400000000000001,SS
4,15_9_F,2695.0,90.179,0.74733411,7.0,10.9,3.4139999999999997,1,0.055999999999999994,SiSh
4,15_9_F,2695.5,94.523,0.7379873259999999,7.3,11.15,3.3989999999999996,1,0.037000000000000005,SiSh
3,15_9_F,2696.0,101.324,0.7155855520000001,6.0,12.4,3.3739999999999997,1,0.019,FSiS
3,15_9_F,2696.5,103.58200000000001,0.6828667959999999,6.6,12.4,3.4,2,1.0,FSiS
3,15_9_F,2696.5,103.58200000000001,0.6828667959999999,6.6,12.4,3.4,1,1.0,FSiS
3,15_9_F,2697.0,104.803,0.653405491,8.5,11.55,3.4960000000000004,1,0.98,FSiS
2,15_9_F,2697.5,104.22399999999999,0.631849462,7.2,13.1,3.429,1,0.96,CSiS
2,15_9_F,2698.0,101.678,0.617943435,-2.9,20.35,3.13,1,0.94,CSiS
2,15_9_F,2698.5,97.40700000000001,0.609167374,-6.8,24.7,3.0580000000000003,1,0.92,CSiS
2,15_9_F,2699.0,92.73299999999999,0.60162548,-7.4,26.3,3.031,1,0.9,CSiS
2,15_9_F,2699.5,83.76799999999999,0.5958267770000001,-7.3,24.75,3.03,1,0.88,CSiS
1,15_9_F,2700.0,77.536,0.594723946,-3.6,20.0,3.097,1,0.86,SS
1,15_9_F,2700.5,69.255,0.600864036,3.5,13.55,3.285,1,0.84,SS
1,15_9_F,2701.0,67.65100000000001,0.6139474770000001,5.3,9.75,3.305,1,0.82,SS
1,15_9_F,2701.5,61.798,0.6305295710000001,3.3,8.75,3.25,1,0.8,SS
1,15_9_F,2702.0,65.298,0.644832329,3.6,7.4,3.2430000000000003,1,0.78,SS
1,15_9_F,2702.5,70.602,0.652149605,1.8,8.2,3.1860000000000004,1,0.76,SS
1,15_9_F,2703.0,74.65,0.651181062,0.9,8.75,3.1830000000000003,1,0.74,SS
1,15_9_F,2703.5,82.586,0.643748685,1.9,8.75,3.2230000000000003,1,0.72,SS
1,15_9_F,2704.0,85.45299999999999,0.631849462,4.4,9.0,3.3280000000000003,1,0.7,SS
2,15_9_F,2704.5,87.75,0.617210095,3.4,11.9,3.273,1,0.68,CSiS
2,15_9_F,2705.0,80.848,0.600864036,2.7,14.35,3.2260000000000004,1,0.66,CSiS
1,15_9_F,2705.5,74.017,0.582063363,2.9,14.45,3.227,1,0.64,SS
1,15_9_F,2706.0,66.265,0.564429327,2.1,13.05,3.214,1,0.62,SS
1,15_9_F,2706.5,61.466,0.549003262,1.8,11.6,3.159,1,0.6,SS
1,15_9_F,2707.0,59.273999999999994,0.536937023,0.8,11.8,3.1510000000000002,1,0.58,SS
1,15_9_F,2707.5,64.14,0.526855987,1.8,11.6,3.1660000000000004,1,0.56,SS
1,15_9_F,2708.0,68.186,0.519040039,2.0,11.8,3.162,1,0.54,SS
1,15_9_F,2708.5,67.541,0.513883186,3.0,11.4,3.1310000000000002,1,0.52,SS
2,15_9_F,2709.0,75.398,0.512684396,3.1,11.35,3.138,1,0.5,CSiS
2,15_9_F,2709.5,78.406,0.514149134,4.1,11.15,3.157,1,0.48,CSiS
2,15_9_F,2710.0,77.553,0.515211304,5.6,10.8,3.179,1,0.46,CSiS
2,15_9_F,2710.5,80.089,0.513883186,6.1,11.45,3.1460000000000004,1,0.44,CSiS
2,15_9_F,2711.0,79.586,0.508664363,6.1,12.85,3.113,1,0.42,CSiS
2,15_9_F,2711.5,77.446,0.498586209,7.0,13.6,3.1180000000000003,1,0.4,CSiS
1,15_9_F,2712.0,73.11,0.48301642,6.1,13.55,3.057,1,0.38,SS
1,15_9_F,2712.5,70.96600000000001,0.461648568,5.5,12.65,3.025,1,0.36,SS
1,15_9_F,2713.0,72.51899999999999,0.436480695,4.4,12.4,3.0069999999999997,1,0.34,SS
1,15_9_F,2713.5,74.218,0.407730728,4.2,12.2,3.028,1,0.32,SS
1,15_9_F,2714.0,74.141,0.380753771,4.3,12.65,3.0469999999999997,1,0.3,SS
1,15_9_F,2714.5,73.672,0.356599436,4.2,13.2,3.054,1,0.28,SS
1,15_9_F,2715.0,71.336,0.338057875,4.4,13.7,3.089,1,0.26,SS
1,15_9_F,2715.5,74.053,0.326540669,4.2,14.0,3.112,1,0.24,SS
1,15_9_F,2716.0,77.997,0.323045735,3.9,14.35,3.0860000000000003,1,0.22,SS
1,15_9_F,2716.5,78.993,0.32694999399999997,4.3,14.35,3.0839999999999996,1,0.2,SS
1,15_9_F,2717.0,82.324,0.33725954,4.3,14.65,3.049,1,0.18,SS
1,15_9_F,2717.5,86.72399999999999,0.353531559,4.4,14.5,3.011,1,0.16,SS
2,15_9_F,2718.0,91.37799999999999,0.372727941,3.9,15.65,2.9560000000000004,1,0.14,CSiS
2,15_9_F,2718.5,93.209,0.395675785,-7.1,22.85,2.6919999999999997,1,0.12,CSiS
2,15_9_F,2719.0,99.065,0.419790586,-8.9,27.15,2.627,1,0.1,CSiS
3,15_9_F,2719.5,100.45700000000001,0.444513206,-6.4,29.0,2.722,1,0.08,FSiS
3,15_9_F,2720.0,93.08,0.46612587,-6.3,29.65,2.8569999999999998,1,0.06,FSiS
2,15_9_F,2720.5,84.469,0.48129927299999997,-2.8,26.3,3.057,1,0.04,CSiS
2,15_9_F,2721.0,78.955,0.484726804,5.8,21.0,3.365,1,0.02,CSiS
2,15_9_F,2721.5,74.66,0.474653253,9.0,17.7,3.515,1,1.0,CSiS
2,15_9_F,2721.5,74.66,0.474653253,9.0,17.7,3.515,2,1.0,CSiS
2,15_9_F,2722.0,72.493,0.45331834,11.2,14.1,3.513,1,0.982,CSiS
2,15_9_F,2722.5,71.798,0.421768401,9.8,13.1,3.388,1,0.9640000000000001,CSiS
2,15_9_F,2723.0,68.403,0.386677284,7.5,12.85,3.2560000000000002,1,0.946,CSiS
2,15_9_F,2723.5,65.671,0.350441857,7.0,12.5,3.145,1,0.929,CSiS
1,15_9_F,2724.0,61.233000000000004,0.31764554300000003,7.0,12.4,3.013,1,0.9109999999999999,SS
1,15_9_F,2724.5,56.06100000000001,0.286680969,4.9,14.35,2.841,1,0.893,SS
1,15_9_F,2725.0,55.568000000000005,0.260071388,4.7,16.15,2.7760000000000002,1,0.875,SS
1,15_9_F,2725.5,51.105,0.23678909899999998,4.3,17.75,2.718,1,0.857,SS
1,15_9_F,2726.0,48.131,0.219584526,2.9,17.65,2.705,1,0.8390000000000001,SS
1,15_9_F,2726.5,52.326,0.206556044,1.1,16.95,2.708,1,0.821,SS
1,15_9_F,2727.0,53.823,0.197556213,0.6,16.2,2.762,1,0.804,SS
1,15_9_F,2727.5,56.018,0.19117145600000002,1.1,15.75,2.8310000000000004,1,0.7859999999999999,SS
1,15_9_F,2728.0,56.541000000000004,0.183554534,1.0,15.6,2.885,1,0.768,SS
1,15_9_F,2728.5,54.188,0.173186268,1.1,15.75,2.9530000000000003,1,0.75,SS
1,15_9_F,2729.0,54.345,0.16016829300000002,1.4,16.2,2.975,1,0.732,SS
1,15_9_F,2729.5,54.681999999999995,0.145507171,2.1,16.85,2.965,1,0.7140000000000001,SS
1,15_9_F,2730.0,58.663000000000004,0.13225969,2.6,17.6,2.9539999999999997,1,0.696,SS
1,15_9_F,2730.5,64.45,0.12515583,3.7,18.15,2.967,1,0.679,SS
1,15_9_F,2731.0,63.074,0.12515583,4.5,18.25,2.9160000000000004,1,0.6609999999999999,SS
1,15_9_F,2731.5,62.461000000000006,0.136403448,4.4,18.2,2.883,1,0.643,SS
1,15_9_F,2732.0,61.968999999999994,0.157456768,4.2,17.8,2.863,1,0.625,SS
1,15_9_F,2732.5,62.43600000000001,0.18582536,3.7,17.25,2.887,1,0.607,SS
1,15_9_F,2733.0,74.047,0.21879799800000002,3.9,16.55,2.8930000000000002,1,0.589,SS
1,15_9_F,2733.5,84.98,0.2509077,4.7,15.75,2.885,1,0.5710000000000001,SS
2,15_9_F,2734.0,95.575,0.278524965,5.5,15.35,2.8789999999999996,1,0.5539999999999999,CSiS
2,15_9_F,2734.5,96.58200000000001,0.294245716,6.5,15.05,2.872,1,0.536,CSiS
1,15_9_F,2735.0,89.20100000000001,0.29578694,6.9,15.35,2.841,1,0.518,SS
1,15_9_F,2735.5,77.631,0.284656283,6.3,15.15,2.845,1,0.5,SS
1,15_9_F,2736.0,67.782,0.26764098199999997,4.6,15.0,2.8369999999999997,1,0.48200000000000004,SS
1,15_9_F,2736.5,60.967,0.251881455,3.6,15.2,2.82,1,0.46399999999999997,SS
1,15_9_F,2737.0,58.641000000000005,0.23929947899999998,3.7,15.85,2.8139999999999996,1,0.446,SS
1,15_9_F,2737.5,56.283,0.229681842,3.2,16.6,2.835,1,0.429,SS
1,15_9_F,2738.0,52.97,0.22063101899999998,2.5,16.65,2.8680000000000003,1,0.41100000000000003,SS
1,15_9_F,2738.5,53.056999999999995,0.21218760399999997,2.2,15.4,2.9330000000000003,1,0.39299999999999996,SS
1,15_9_F,2739.0,52.373000000000005,0.20709554,2.2,14.0,2.968,1,0.375,SS
1,15_9_F,2739.5,53.622,0.20682587600000002,3.2,13.2,3.0180000000000002,1,0.35700000000000004,SS
1,15_9_F,2740.0,56.168,0.209783015,5.0,13.1,3.02,1,0.33899999999999997,SS
1,15_9_F,2740.5,58.593,0.210586025,5.6,14.2,2.992,1,0.321,SS
1,15_9_F,2741.0,59.201,0.206556044,6.0,15.8,2.927,1,0.304,SS
1,15_9_F,2741.5,63.468,0.19451434199999998,5.8,17.2,2.877,1,0.28600000000000003,SS
1,15_9_F,2742.0,64.17399999999999,0.17868924,5.8,18.0,2.8689999999999998,1,0.268,SS
1,15_9_F,2742.5,65.156,0.165244326,5.8,18.1,2.889,1,0.25,SS
1,15_9_F,2743.0,68.686,0.15715444,5.7,17.75,2.9189999999999996,1,0.23199999999999998,SS
1,15_9_F,2743.5,69.944,0.15986784699999998,5.7,17.05,2.9189999999999996,1,0.214,SS
1,15_9_F,2744.0,69.911,0.17143390100000003,5.2,16.3,2.908,1,0.196,SS
1,15_9_F,2744.5,75.08800000000001,0.191730393,4.8,16.4,2.8760000000000003,1,0.179,SS
1,15_9_F,2745.0,79.094,0.22036963199999998,4.9,16.25,2.888,1,0.161,SS
1,15_9_F,2745.5,76.407,0.250420002,4.9,15.75,2.8789999999999996,1,0.14300000000000002,SS
1,15_9_F,2746.0,76.877,0.28284860300000003,4.9,15.25,2.873,1,0.125,SS
1,15_9_F,2746.5,79.285,0.31323429199999997,5.1,14.75,2.8489999999999998,1,0.107,SS
1,15_9_F,2747.0,84.41,0.34517761700000005,5.7,15.15,2.8539999999999996,1,0.08900000000000001,SS
2,15_9_F,2747.5,90.404,0.37857957600000003,-3.7,21.05,2.5810000000000004,1,0.071,CSiS
2,15_9_F,2748.0,94.686,0.410608543,-12.8,28.0,2.4419999999999997,1,0.054000000000000006,CSiS
2,15_9_F,2748.5,94.686,0.410608543,-12.8,28.0,2.4419999999999997,1,0.054000000000000006,CSiS
3,15_9_F,2749.0,93.26799999999999,0.441695136,-12.6,29.9,2.512,1,0.036000000000000004,FSiS
3,15_9_F,2749.5,83.245,0.47231754600000003,-14.3,30.15,2.609,1,0.018000000000000002,FSiS
5,15_9_F,2750.0,66.187,0.510410948,-12.8,28.0,2.7880000000000003,2,1.0,MS
5,15_9_F,2750.5,51.12,0.559068334,2.0,20.0,3.32,2,0.9,MS
8,15_9_F,2751.0,37.073,0.611085733,4.4,16.5,3.715,2,0.8,PS
8,15_9_F,2751.5,26.393,0.657820456,6.0,10.4,3.97,2,0.7,PS
8,15_9_F,2752.0,22.444000000000003,0.685920792,4.6,6.4,4.177,2,0.6,PS
6,15_9_F,2752.5,23.628,0.6923180440000001,5.5,3.25,4.305,2,0.5,WS
6,15_9_F,2753.0,25.698,0.6823256190000001,4.7,2.95,4.388,2,0.4,WS
6,15_9_F,2753.5,38.391999999999996,0.66143405,3.7,4.35,4.1930000000000005,2,0.3,WS
6,15_9_F,2754.0,54.121,0.640580806,0.4,8.7,3.4960000000000004,2,0.2,WS
3,15_9_F,2754.5,64.146,0.621799224,-18.7,23.45,2.502,2,0.1,FSiS
2,15_9_F,2757.0,74.567,0.5374412829999999,-8.1,17.75,2.736,1,0.8079999999999999,CSiS
2,15_9_F,2757.5,79.038,0.543695632,5.4,10.2,3.13,1,0.769,CSiS
2,15_9_F,2758.0,83.075,0.550228353,2.7,13.35,2.9410000000000003,1,0.731,CSiS
2,15_9_F,2758.5,86.756,0.5507174229999999,-12.8,25.1,2.358,1,0.6920000000000001,CSiS
3,15_9_F,2759.0,89.346,0.540954809,-18.1,33.55,2.155,1,0.654,FSiS
3,15_9_F,2759.5,85.94200000000001,0.5249151479999999,-16.5,39.85,2.099,1,0.615,FSiS
3,15_9_F,2760.0,86.52799999999999,0.507180977,-16.5,41.35,2.15,1,0.5770000000000001,FSiS
3,15_9_F,2760.5,91.581,0.496098992,-18.6,38.7,2.311,1,0.5379999999999999,FSiS
3,15_9_F,2761.0,104.21600000000001,0.495821753,-14.3,33.35,2.7,1,0.5,FSiS
3,15_9_F,2761.5,103.14399999999999,0.505556939,-10.7,31.05,2.907,1,0.462,FSiS
3,15_9_F,2762.0,99.94,0.526210004,-3.3,28.45,3.141,1,0.423,FSiS
3,15_9_F,2762.5,95.45,0.552668216,1.7,24.85,3.388,1,0.385,FSiS
3,15_9_F,2763.0,81.581,0.581152892,-0.6,23.3,3.44,1,0.34600000000000003,FSiS
3,15_9_F,2763.5,76.264,0.591843411,5.5,18.85,3.708,1,0.26899999999999996,FSiS
3,15_9_F,2764.0,75.003,0.540079089,5.7,17.85,3.662,1,0.231,FSiS
3,15_9_F,2764.5,74.70100000000001,0.46746011,7.9,16.65,3.628,1,0.192,FSiS
3,15_9_F,2765.0,77.666,0.384532615,5.2,18.1,3.201,1,0.154,FSiS
5,15_9_F,2765.5,75.264,0.326130957,-10.6,27.6,2.605,1,0.115,MS
5,15_9_F,2766.0,72.4,0.28981183899999996,-14.8,32.3,2.436,1,0.077,MS
3,15_9_F,2766.5,70.61,0.268577972,-15.2,35.2,2.4530000000000003,1,0.038,FSiS
7,15_9_F,2767.0,57.971000000000004,0.254789687,-14.6,33.6,2.572,2,1.0,D
7,15_9_F,2767.5,46.746,0.241795431,-9.0,25.7,3.0460000000000003,2,0.95,D
8,15_9_F,2768.0,43.446000000000005,0.241546481,0.9,17.15,3.804,2,0.9,PS
8,15_9_F,2768.5,42.123999999999995,0.263636069,5.2,14.1,4.125,2,0.85,PS
8,15_9_F,2769.0,46.923,0.311541958,6.1,13.05,4.369,2,0.8,PS
8,15_9_F,2769.5,64.814,0.379849179,5.2,13.0,4.438,2,0.75,PS
8,15_9_F,2770.0,79.274,0.45591024,5.0,12.4,4.31,2,0.7,PS
8,15_9_F,2770.5,88.073,0.5294303539999999,4.7,12.05,4.357,2,0.65,PS
8,15_9_F,2771.0,91.345,0.577031986,4.8,11.6,4.317,2,0.6,PS
8,15_9_F,2771.5,91.434,0.5979144710000001,4.8,11.3,4.397,2,0.55,PS
8,15_9_F,2772.0,88.00200000000001,0.602059991,4.8,10.5,4.498,2,0.5,PS
8,15_9_F,2772.5,85.405,0.59900924,4.0,10.1,4.544,2,0.45,PS
8,15_9_F,2773.0,84.348,0.596157081,4.4,10.3,4.503,2,0.4,PS
8,15_9_F,2773.5,89.329,0.59117595,5.0,10.8,4.455,2,0.35,PS
8,15_9_F,2774.0,85.469,0.581152892,5.2,11.3,4.376,2,0.3,PS
8,15_9_F,2774.5,84.193,0.564902673,4.7,11.05,4.28,2,0.25,PS
8,15_9_F,2775.0,89.404,0.542825427,5.2,10.4,4.126,2,0.2,PS
8,15_9_F,2775.5,89.947,0.521138084,6.4,9.8,3.9210000000000003,2,0.15,PS
8,15_9_F,2776.0,97.87799999999999,0.504334912,7.8,10.3,3.823,2,0.1,PS
8,15_9_F,2776.5,106.475,0.494154594,9.7,11.55,3.77,2,0.05,PS
8,15_9_F,2777.0,110.12100000000001,0.488832634,4.0,16.6,3.3310000000000004,1,1.0,PS
8,15_9_F,2777.5,111.355,0.488127496,-11.5,27.45,2.72,1,0.9840000000000001,PS
5,15_9_F,2778.0,104.598,0.487421211,-12.3,31.95,2.5580000000000003,1,0.968,MS
3,15_9_F,2778.5,101.945,0.48600518600000003,-12.3,33.35,2.573,1,0.9520000000000001,FSiS
3,15_9_F,2779.0,96.726,0.483587297,-12.6,33.3,2.552,1,0.935,FSiS
3,15_9_F,2779.5,93.814,0.48029446,-8.3,30.75,2.568,1,0.919,FSiS
3,15_9_F,2780.0,88.686,0.478277832,-6.3,30.35,2.68,1,0.903,FSiS
3,15_9_F,2780.5,88.001,0.47986311299999995,-7.0,31.3,2.72,1,0.887,FSiS
3,15_9_F,2781.0,85.241,0.486572151,-7.9,32.85,2.622,1,0.871,FSiS
3,15_9_F,2781.5,80.347,0.498861689,-10.3,35.05,2.4819999999999998,1,0.855,FSiS
3,15_9_F,2782.0,81.821,0.514149134,-12.4,37.9,2.3369999999999997,1,0.8390000000000001,FSiS
3,15_9_F,2782.5,79.77600000000001,0.527758753,-18.2,41.1,2.116,1,0.823,FSiS
3,15_9_F,2788.0,75.107,0.480725379,-16.0,75.5,0.6459999999999999,1,0.645,FSiS
